Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
2da1a5ae-2719-41c8-8229-1acb33bcd055,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,setup.exe,,,,,,ARCHIVE_ERROR,Blocked file extension: .exe,2026-03-12T13:06:38.468195+00:00
1a0f2130-fa22-4d4b-94a9-190afe4e5264,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T13:06:38.478773+00:00
46e1bc8b-3d46-4a16-a43d-7d854484ee3d,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T13:06:38.478773+00:00
7695ca46-57e0-4850-814c-67b8188f567b,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T13:06:38.478773+00:00
a490e0fc-6b68-4144-af3a-6256386ce6cd,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T13:06:38.478773+00:00
7cc71f24-7447-484c-926c-85cc0db83f3d,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T13:06:38.478773+00:00
ca32a2c5-0cd5-4fc1-9007-c0948d0b4df9,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
0385dcd4-1dbd-4aad-ad3d-e88df854e53f,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
8317f6d2-574c-4d50-8449-549c273d8d70,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
e0985e54-79a2-4efc-b9fb-95ddd191f6f0,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
beb97e5c-3343-49c7-888f-8bc9a5053cb3,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
5e46e96c-21c6-46d0-a810-b93ba8a536ae,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,1.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
ac1d29f5-e347-4184-a4de-1be599080eca,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,customers.csv,2.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T13:06:38.479205+00:00
f85eca82-2a04-40e0-bd46-0ffe999a71c9,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,invoices.csv,1.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T13:06:38.494253+00:00
bd8575a4-f147-4a23-b379-b321290801e6,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,invoices.csv,2.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T13:06:38.494253+00:00
e737ba67-93f7-4b99-b3e7-2eef81018e07,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,sample_invoices.csv,5.0,Account Number,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T13:06:38.515935+00:00
665574d1-e5c8-467f-abc3-71def8d3ccf7,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,sample_invoices.csv,5.0,Account Number,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T13:06:38.515935+00:00
9825b272-4e2f-48d3-872b-9a0672f702ac,4a91647b-c361-4c93-8b19-eabaf12b4967,trade,sample_invoices.csv,4.0,Due_Date,TRD_INVOICE,Due_Date,2025-01-15 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-01-15 00:00:00' is before Invoice_Date '2025-02-01 00:00:00',2026-03-12T13:06:38.534853+00:00
