Lineage_ID,Mapping_Reference_ID,Job_ID,Domain,Source_Filename,Source_Column_Name,Source_Column_Normalised,Canonical_Table,Canonical_Column,Match_Method,Confidence_Score,Was_Mandatory,Met_Threshold,LLM_Reasoning,Lookup_Variant_Matched,Archive_Lineage_ID,Insert_Timestamp
5e486eb0-957e-49cb-bf10-f6146f64732d,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,account_number,account_number,TRD_CUSTOMER,Account_Number,EXACT LOOKUP,100,True,True,,account_number,,2026-04-05T15:19:14.185324+00:00
cd250b5a-94f8-4a2b-ac23-11893144630b,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,company_name,company_name,TRD_CUSTOMER,Company_Name,EXACT LOOKUP,100,True,True,,company_name,,2026-04-05T15:19:14.185324+00:00
44f01ae9-f1c8-4808-8f97-4ac104de60e1,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,duns_number,duns_number,TRD_CUSTOMER,DUNS_Number,EXACT LOOKUP,100,False,True,,duns_number,,2026-04-05T15:19:14.185324+00:00
4fbaa3b5-6a61-4fdb-9a30-ff676fa13edd,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,tax_id,tax_id,TRD_CUSTOMER,Government_ID,EXACT LOOKUP,100,False,True,,tax_id,,2026-04-05T15:19:14.185324+00:00
21419826-509d-44e8-9dbe-6563c1438d2a,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,country_code,country_code,TRD_CUSTOMER,Country_Code,EXACT LOOKUP,100,False,True,,country_code,,2026-04-05T15:19:14.185324+00:00
16753a6e-272a-4098-b98a-fe52e291c5f8,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,address_1,address_1,TRD_CUSTOMER,Address_1,EXACT LOOKUP,100,False,True,,address_1,,2026-04-05T15:19:14.185324+00:00
477d60a7-fccb-4f5a-86f9-b6a2c73a91c5,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,address_2,address_2,TRD_CUSTOMER,Address_2,EXACT LOOKUP,100,False,True,,address_2,,2026-04-05T15:19:14.185324+00:00
578591f1-ada3-4bc9-ba36-74e4871f39b2,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,city,city,TRD_CUSTOMER,City,EXACT LOOKUP,100,False,True,,city,,2026-04-05T15:19:14.185324+00:00
5c474a6b-2b8e-4fdc-9cef-af2b4a0b39e6,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,state,state,TRD_CUSTOMER,State,EXACT LOOKUP,100,False,True,,state,,2026-04-05T15:19:14.185324+00:00
e3fd86be-7f37-405f-96ba-13097758ee30,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,postcode,postcode,TRD_CUSTOMER,Postcode,EXACT LOOKUP,100,False,True,,postcode,,2026-04-05T15:19:14.185324+00:00
1775a7d9-9c96-4bb8-9b23-22f2cbafc8e2,09bfd3ef-0045-430d-810e-1120541bd0a7,990ef59f-c31d-4b2d-80b5-3e2d51578b85,trade,customers_exact.csv,account_number,account_number,TRD_INVOICE,Account_Number,EXACT LOOKUP,100,True,True,,,,2026-04-05T15:19:14.186320+00:00
