Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
0e9933aa-2957-4604-b4d3-07801b69e1cb,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,19,account_number,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:42:56.867319+00:00
595338ca-05ef-4486-8c65-f36aae1c82cd,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,19,account_number,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:42:56.873786+00:00
00ef1954-cdd7-436f-94e1-535c65df330e,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-12T12:42:56.946622+00:00
5e258e3b-d868-4ac6-ad05-431b3abf1129,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-12T12:42:56.966178+00:00
3d59736c-f0b3-400f-b370-b6bc81802ba1,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,13,Paid_Amount,TRD_INVOICE,Paid_Amount,775.55,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 775.55 > Invoice_Amount 725.55,2026-03-12T12:42:56.979489+00:00
49bb6e33-a6d0-4aa2-9a4c-834659bbb141,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,26,Paid_Amount,TRD_INVOICE,Paid_Amount,1001.1,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 1001.1 > Invoice_Amount 951.1,2026-03-12T12:42:56.984102+00:00
7ef184de-18f7-49fc-b9c4-36a1efea80b8,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,trade_contrib_01_standard.csv,17,Currency,TRD_INVOICE,Currency,USDX,BUSINESS_RULE_FAIL,[CURRENCY_ISO4217] 'USDX' is not a valid ISO 4217 currency code,2026-03-12T12:42:56.984666+00:00
73eb99f7-9018-4192-8f82-101a0ffe4dbb,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,sample_invoices.csv,5,Account Number,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:42:56.991918+00:00
9aa1da2d-c4d8-4285-9f53-6701c8ef9724,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,sample_invoices.csv,5,Account Number,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:42:56.992596+00:00
b0dba525-f729-4d02-a742-2d8c66bfd24c,7a91c4fc-ba39-48ed-8811-425229c49dcc,trade,sample_invoices.csv,4,Due_Date,TRD_INVOICE,Due_Date,2025-01-15 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-01-15 00:00:00' is before Invoice_Date '2025-02-01 00:00:00',2026-03-12T12:42:57.004764+00:00
