Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
21cc4380-f084-4abd-9034-a180aac32e2c,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,19,invoice_account_no,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:07:33.930962+00:00
30db1137-34bc-4290-aea8-c44bc3a52b9d,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,19,invoice_account_no,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:07:33.932326+00:00
3eff1d0f-ef0c-432f-952f-46b6a7a7816e,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-08T12:07:33.962691+00:00
e07d7f01-5a55-47f1-8434-b4637aa40fe9,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-08T12:07:33.974299+00:00
15b512ee-1302-403a-a45f-0fd012403577,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,13,Paid_Amount,TRD_INVOICE,Paid_Amount,775.55,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 775.55 > Invoice_Amount 725.55,2026-03-08T12:07:33.979000+00:00
6db07d5f-613d-4279-9760-60efe1718168,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_a.csv,17,Currency,TRD_INVOICE,Currency,USDX,BUSINESS_RULE_FAIL,[CURRENCY_ISO4217] 'USDX' is not a valid ISO 4217 currency code,2026-03-08T12:07:33.979000+00:00
78edbe0b-8c74-4c74-ba35-ad04f7faed1c,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,19,buyer_acct,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:07:33.989167+00:00
f5684c21-ebc4-428a-baef-04d3c2a6f489,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,19,buyer_acct,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:07:33.990166+00:00
a42ff343-be1e-4e32-9bd2-78150711dbd0,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-08T12:07:34.019676+00:00
582dec3a-4c69-4317-8b6a-1b463d0cc31b,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-08T12:07:34.026626+00:00
f3030d6c-0513-4ad9-a291-3744ba93224d,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,13,Paid_Amount,TRD_INVOICE,Paid_Amount,775.55,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 775.55 > Invoice_Amount 725.55,2026-03-08T12:07:34.035238+00:00
66e9a100-7042-4585-b34e-8a8011282dad,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,26,Paid_Amount,TRD_INVOICE,Paid_Amount,1001.1,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 1001.1 > Invoice_Amount 951.1,2026-03-08T12:07:34.035238+00:00
88db4bb9-74f7-4ce7-bfaf-26cb5a776d84,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,inner_trade_b.json,17,Currency,TRD_INVOICE,Currency,USDX,BUSINESS_RULE_FAIL,[CURRENCY_ISO4217] 'USDX' is not a valid ISO 4217 currency code,2026-03-08T12:07:34.035238+00:00
dbcb5ccc-cc08-46c8-9d64-0e4f2c992a00,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,root_trade_mixed.xml,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-08T12:07:34.065424+00:00
2e017038-9756-419b-8491-2bc0dbc68627,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,root_trade_mixed.xml,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-08T12:07:34.075161+00:00
a402b870-1bb1-41c4-a507-f42d20e7f20c,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,root_trade_mixed.xml,13,Paid_Amount,TRD_INVOICE,Paid_Amount,775.55,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 775.55 > Invoice_Amount 725.55,2026-03-08T12:07:34.078161+00:00
3d157b95-0ed3-4c47-a78c-eeea49e5f070,cfddc8ec-5311-476f-9ee3-e283fdfd867f,trade,root_trade_mixed.xml,17,Currency,TRD_INVOICE,Currency,USDX,BUSINESS_RULE_FAIL,[CURRENCY_ISO4217] 'USDX' is not a valid ISO 4217 currency code,2026-03-08T12:07:34.078673+00:00
