Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
a8473276-1278-4f19-a19a-1462018473e0,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,setup.exe,,,,,,ARCHIVE_ERROR,Blocked file extension: .exe,2026-03-12T13:04:31.883392+00:00
a63f9e2b-cebf-478c-8459-9e1e54832f60,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T13:04:31.905348+00:00
b1a80369-59c7-4d15-ab30-de7585e30910,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
af3af305-7b7b-45fb-9146-b7f357805374,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
04a96b0f-1388-4b0c-9662-383990db8532,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
41b0eb20-3986-4b8d-9967-4bf64223e6c6,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
b5caaecb-5937-4252-9753-fe4aa701cdbf,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
b034e8c2-58d6-4b65-8fd9-2fcba6ad5759,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
07f6e4c1-00be-4ce5-a1c6-1a39b3ff43c5,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
84cfef69-34ec-4da3-9b7f-f5bfd4189d95,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
21f79f64-5e20-4c8a-9b82-f8fe682d37ef,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
e2680247-115c-4bd3-9555-98242d6ff091,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,1.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
180c4c93-784c-4a98-a619-bdbd29e40428,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,customers.csv,2.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T13:04:31.906876+00:00
2538299f-d4fa-4118-aa40-6ec3873fde03,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,invoices.csv,1.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T13:04:31.930916+00:00
5ea3f9c1-778d-409c-83bd-f914fa330641,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,invoices.csv,2.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T13:04:31.930916+00:00
79f50f91-1fc6-4e7d-b9bc-229163b8cefb,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,sample_invoices.csv,5.0,Account Number,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T13:04:31.960148+00:00
c318e7a8-c332-4d4f-965e-ced94dd7b7cf,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,sample_invoices.csv,5.0,Account Number,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T13:04:31.960148+00:00
8bbda42a-14b8-4613-a495-2607ea700068,3c5c3ace-f93f-485b-8284-417b6c87a3dd,trade,sample_invoices.csv,4.0,Due_Date,TRD_INVOICE,Due_Date,2025-01-15 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-01-15 00:00:00' is before Invoice_Date '2025-02-01 00:00:00',2026-03-12T13:04:31.980834+00:00
