Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
813cd468-edec-4853-8329-1bf7471bf03f,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,setup.exe,,,,,,ARCHIVE_ERROR,Blocked file extension: .exe,2026-03-12T12:01:20.698190+00:00
2907292d-218a-420d-b5a6-20a2056f28b4,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
1366cc07-c3a0-4b5e-8366-e4c449a21369,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,DOE,TRD_INVOICE,DOE,None,MANDATORY_NULL,DOE is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
8a03224d-2e55-4750-add8-bf61197f2303,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
c10d5d2c-6f62-4c98-b374-73b7b9d75dc4,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,Invoice_Number,TRD_INVOICE,Invoice_Number,None,MANDATORY_NULL,Invoice_Number is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
f00c7cce-94a0-4cf3-a6c2-06923dc62730,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
50ca2eb8-83cf-44ed-add0-6549dafe5f94,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,Invoice_Date,TRD_INVOICE,Invoice_Date,None,MANDATORY_NULL,Invoice_Date is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
3c10eb8e-296a-4aa7-b712-83f8e3881f44,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
a56ab715-a7f0-4fee-a59d-2a24042f3cfb,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,Due_Date,TRD_INVOICE,Due_Date,None,MANDATORY_NULL,Due_Date is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
afbeded6-58e3-44c3-b7bb-d4b56e4e7bf6,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
88d02929-b3f9-4fa3-a508-e99182b150bd,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,Invoice_Amount,TRD_INVOICE,Invoice_Amount,None,MANDATORY_NULL,Invoice_Amount is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
6eb4d60c-092f-42ca-9ca3-83961058ee88,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,1.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
ae54e3d2-d5c0-4079-8e31-3791060b2a8f,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,customers.csv,2.0,Payment_Terms,TRD_INVOICE,Payment_Terms,None,MANDATORY_NULL,Payment_Terms is mandatory and is null in this record,2026-03-12T12:01:20.700340+00:00
023e3701-fc77-4034-9d53-6bb07bcac79e,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,invoices.csv,1.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T12:01:20.708969+00:00
87f36abb-87e0-4f57-921c-e6ba6b57e50f,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,invoices.csv,2.0,Company_Name,TRD_CUSTOMER,Company_Name,None,MANDATORY_NULL,Company_Name is mandatory and is null in this record,2026-03-12T12:01:20.708969+00:00
7713b2fa-4d19-454f-8ecb-11f14d8e06c6,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,sample_invoices.csv,5.0,Account Number,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:01:20.727163+00:00
3cb56f55-6ce3-4fbd-bf13-894f14bdb4c9,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,sample_invoices.csv,5.0,Account Number,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-12T12:01:20.727163+00:00
e42c2994-c15b-44c2-a6fd-dce58a3bf377,1ab1f9a0-8a1b-42d7-819d-8c10032041e3,trade,sample_invoices.csv,4.0,Due_Date,TRD_INVOICE,Due_Date,2025-01-15 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-01-15 00:00:00' is before Invoice_Date '2025-02-01 00:00:00',2026-03-12T12:01:20.743687+00:00
