Exception_ID,Job_ID,Domain,Source_Filename,Source_Row_Index,Source_Column_Name,Canonical_Table,Canonical_Column,Raw_Value,Exception_Type,Reason,Insert_Timestamp
2970927a-bc58-4e50-85f1-3013a9e66b29,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,19,invoice_account_no,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:09:59.356166+00:00
016ec473-38c3-4eda-a5ab-21295e6f6890,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,19,invoice_account_no,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:09:59.357168+00:00
44217ba5-d84a-4f13-8d43-95539c7ca5c3,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-08T12:09:59.381062+00:00
edb8df7f-e376-4d4d-b027-fe28f01dddaa,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-08T12:09:59.395948+00:00
f0e506a5-f4b4-4438-862c-9044766ed7e1,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,13,Paid_Amount,TRD_INVOICE,Paid_Amount,775.55,BUSINESS_RULE_FAIL,[PAID_LE_INVOICE] Paid_Amount 775.55 > Invoice_Amount 725.55,2026-03-08T12:09:59.402329+00:00
33d5378a-3471-4f2c-b010-88a1b48f25cd,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_a.csv,17,Currency,TRD_INVOICE,Currency,USDX,BUSINESS_RULE_FAIL,[CURRENCY_ISO4217] 'USDX' is not a valid ISO 4217 currency code,2026-03-08T12:09:59.402329+00:00
ff662b4f-80c9-49f5-8f1a-289edac67950,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_b.json,19,buyer_acct,TRD_CUSTOMER,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:09:59.408622+00:00
3b4cddce-41fe-4254-a40a-a873279d6c15,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_b.json,19,buyer_acct,TRD_INVOICE,Account_Number,,MANDATORY_NULL,Account_Number is mandatory and is null in this record,2026-03-08T12:09:59.409625+00:00
7986e4b1-2441-4804-977d-b4c04bb854a5,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_b.json,11,Due_Date,TRD_INVOICE,Due_Date,2025-02-01 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-02-01 00:00:00' is before Invoice_Date '2025-02-03 00:00:00',2026-03-08T12:09:59.440687+00:00
bcf3763e-64c4-41c4-8c04-a020d7114634,5f62e4b2-c0df-4523-bb5b-e438db1f4dd4,trade,inner_trade_b.json,22,Due_Date,TRD_INVOICE,Due_Date,2025-03-06 00:00:00,BUSINESS_RULE_FAIL,[INV_DUE_GE_INV_DATE] Due_Date '2025-03-06 00:00:00' is before Invoice_Date '2025-03-08 00:00:00',2026-03-08T12:09:59.448821+00:00
