Lineage_ID,Mapping_Reference_ID,Job_ID,Domain,Source_Filename,Source_Column_Name,Source_Column_Normalised,Canonical_Table,Canonical_Column,Match_Method,Confidence_Score,Was_Mandatory,Met_Threshold,LLM_Reasoning,Lookup_Variant_Matched,Archive_Lineage_ID,Insert_Timestamp
16f8dc38-2e45-461d-9a66-ace8b127cd54,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,acct_no,acct_no,TRD_CUSTOMER,Account_Number,EXACT LOOKUP,100,True,True,,acct_no,,2026-03-08T12:08:50.938221+00:00
ac3d847b-e128-4156-b679-328609e098b5,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,customer_name,customer_name,TRD_CUSTOMER,Company_Name,EXACT LOOKUP,100,True,True,,customer_name,,2026-03-08T12:08:50.938221+00:00
5e3c2182-1802-420d-a2c8-a8267a1277c7,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,tax_id,tax_id,TRD_CUSTOMER,Government_ID,EXACT LOOKUP,100,False,True,,tax_id,,2026-03-08T12:08:50.938221+00:00
a0cd1ee6-6c6c-4904-a284-44f5ed786ed6,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,cntry,cntry,TRD_CUSTOMER,Country_Code,EXACT LOOKUP,100,False,True,,cntry,,2026-03-08T12:08:50.938221+00:00
8b9cd1d3-46b5-45d7-8677-dd1260dd9d0b,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,addr1,addr1,TRD_CUSTOMER,Address_1,EXACT LOOKUP,100,False,True,,addr1,,2026-03-08T12:08:50.938221+00:00
72aa50fd-35ad-4fec-8e80-e09278a3a176,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,addr_2,addr_2,TRD_CUSTOMER,Address_2,EXACT LOOKUP,100,False,True,,addr_2,,2026-03-08T12:08:50.938221+00:00
79f54e1b-28ba-489e-826b-be999545d524,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,town,town,TRD_CUSTOMER,City,EXACT LOOKUP,100,False,True,,town,,2026-03-08T12:08:50.938221+00:00
338e81a1-6ca8-40d5-9695-6d271de886c8,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,province,province,TRD_CUSTOMER,State,EXACT LOOKUP,100,False,True,,province,,2026-03-08T12:08:50.938221+00:00
4a7a4f4c-0794-417d-9e28-1451519aefd1,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,zip_code,zip_code,TRD_CUSTOMER,Postcode,EXACT LOOKUP,100,False,True,,zip_code,,2026-03-08T12:08:50.938221+00:00
3ca7e2e1-2366-40b1-8076-23c64355c9db,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,inv_no,inv_no,TRD_INVOICE,Invoice_Number,EXACT LOOKUP,100,True,True,,inv_no,,2026-03-08T12:08:50.938221+00:00
e86d4cbd-9240-4963-ac43-ce716058f6ff,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,issue_date,issue_date,TRD_INVOICE,Invoice_Date,EXACT LOOKUP,100,True,True,,issue_date,,2026-03-08T12:08:50.938221+00:00
7dc38055-d947-46cb-8020-17141deb704e,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,payment_due_date,payment_due_date,TRD_INVOICE,Due_Date,EXACT LOOKUP,100,True,True,,payment_due_date,,2026-03-08T12:08:50.938221+00:00
8daf9c64-c779-412a-a885-11f0e04b3360,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,total_amount,total_amount,TRD_INVOICE,Invoice_Amount,EXACT LOOKUP,100,True,True,,total_amount,,2026-03-08T12:08:50.938221+00:00
3ec69d5c-30f0-4203-9f9a-36b00e5983bd,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,amount_paid,amount_paid,TRD_INVOICE,Paid_Amount,EXACT LOOKUP,100,False,True,,amount_paid,,2026-03-08T12:08:50.938221+00:00
a1bab87e-75b0-4384-adcd-88b6c89563b4,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,settlement_date,settlement_date,TRD_INVOICE,Paid_Date,EXACT LOOKUP,100,False,True,,settlement_date,,2026-03-08T12:08:50.938221+00:00
fcefb1a1-61d1-4092-b417-1e9a48063f11,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,terms_of_payment,terms_of_payment,TRD_INVOICE,Payment_Terms,EXACT LOOKUP,100,True,True,,terms_of_payment,,2026-03-08T12:08:50.938221+00:00
ddd6f133-937a-4d9d-bc5e-2112ca8b63f6,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,curr_code,curr_code,TRD_INVOICE,Currency,EXACT LOOKUP,100,False,True,,curr_code,,2026-03-08T12:08:50.938221+00:00
74e0d8b8-feae-4728-a82c-9b39447ed0d7,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,reporting_date,reporting_date,TRD_INVOICE,DOE,EXACT LOOKUP,100,True,True,,reporting_date,,2026-03-08T12:08:50.938221+00:00
865e086c-f186-4254-988c-c41a7a3cc5db,0b902737-7153-4bbe-ba59-289a32eaedfa,780435a8-928c-4a5b-a5b4-844a782835c8,trade,trade_contrib_02_tsv.tsv,acct_no,acct_no,TRD_INVOICE,Account_Number,EXACT LOOKUP,100,True,True,,,,2026-03-08T12:08:50.938221+00:00
